V4	SYMBOL	GENENAME	seqnames	start	end	width	strand	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL
IP1_peak_268	Anks1b	ankyrin repeat and sterile alpha motif domain containing 1B	chr10	89912112	89912112	1	*	6.88911	Intron (ENSMUST00000183156.7/77531, intron 1 of 25)	10	89873672	90683697	810026	1	77531	ENSMUST00000099368.10	38440	ENSMUSG00000058589
IP1_peak_327	Sgcd	sarcoglycan, delta (dystrophin-associated glycoprotein)	chr11	47248606	47248606	1	*	6.88911	Intron (ENSMUST00000109220.7/24052, intron 2 of 6)	11	46978785	47379522	400738	2	24052	ENSMUST00000077221.5	130916	ENSMUSG00000020354
IP1_peak_345	Mir6406	microRNA 6406	chr11	68146717	68146717	1	*	6.88911	Intron (ENSMUST00000021285.13/55943, intron 7 of 7)	11	68220892	68221011	120	1	102465219	ENSMUST00000183592.1	-74175	ENSMUSG00000099174
IP1_peak_505	Actn1	actinin, alpha 1	chr12	80228154	80228154	1	*	6.88911	Intron (ENSMUST00000021554.15/109711, intron 1 of 20)	12	80196949	80258784	61836	2	109711	ENSMUST00000220351.1	30630	ENSMUSG00000015143
IP1_peak_510	Vash1	vasohibin 1	chr12	86647541	86647541	1	*	6.88911	Distal Intergenic	12	86678700	86692091	13392	1	238328	ENSMUST00000021681.3	-31159	ENSMUSG00000021256
IP1_peak_697	Adk	adenosine kinase	chr14	21411045	21411045	1	*	6.88911	Intron (ENSMUST00000045376.10/11534, intron 9 of 10)	14	21369070	21370334	1265	1	11534	ENSMUST00000224974.1	41975	ENSMUSG00000039197
IP1_peak_756	Dgkh	diacylglycerol kinase, eta	chr14	78590633	78590633	1	*	6.88911	Intron (ENSMUST00000226342.2/380921, intron 21 of 29)	14	78570071	78629274	59204	2	380921	ENSMUST00000228362.1	38641	ENSMUSG00000034731
IP1_peak_765	Ccdc202	coiled-coil domain containing 202	chr14	95866131	95866131	1	*	6.88911	Distal Intergenic	14	95881254	95882780	1527	1	66732	ENSMUST00000228913.1	-15123	ENSMUSG00000034689
IP1_peak_773	Mzt1	mitotic spindle organizing protein 1	chr14	98848757	98848757	1	*	6.88911	Distal Intergenic	14	99036269	99045952	9684	2	76789	ENSMUST00000227197.1	197195	ENSMUSG00000033186
IP1_peak_947	Robo1	roundabout guidance receptor 1	chr16	72699638	72699638	1	*	6.88911	Intron (ENSMUST00000231580.1/19876, intron 1 of 1)	16	72663204	72958244	295041	1	19876	ENSMUST00000231265.1	36434	ENSMUSG00000022883
IP1_peak_1033	Efna5	ephrin A5	chr17	62658167	62658167	1	*	6.88911	Intron (ENSMUST00000076840.11/13640, intron 1 of 4)	17	62607319	62881144	273826	2	13640	ENSMUST00000078839.4	222977	ENSMUSG00000048915
IP1_peak_1107	Malt1	MALT1 paracaspase	chr18	65427497	65427497	1	*	6.88911	Exon (ENSMUST00000175542.1/ENSMUST00000175542.1, exon 1 of 1)	18	65430938	65477805	46868	1	240354	ENSMUST00000224056.2	-3441	ENSMUSG00000032688
IP1_peak_1429	Pcdh18	protocadherin 18	chr3	49642610	49642610	1	*	6.88911	Distal Intergenic	3	49752421	49755464	3044	2	73173	ENSMUST00000194603.1	112854	ENSMUSG00000037892
IP1_peak_1470	Nhlh2	nescient helix loop helix 2	chr3	102025375	102025375	1	*	6.88911	Distal Intergenic	3	102010155	102014506	4352	1	18072	ENSMUST00000198675.1	15220	ENSMUSG00000048540
IP1_peak_1489	Neurog2	neurogenin 2	chr3	127626096	127626096	1	*	6.88911	Distal Intergenic	3	127633135	127635631	2497	1	11924	ENSMUST00000029587.8	-7039	ENSMUSG00000027967
IP1_peak_1721	Magi2	membrane associated guanylate kinase, WW and PDZ domain containing 2	chr5	20140787	20140787	1	*	6.88911	Intron (ENSMUST00000197354.4/50791, intron 3 of 21)	5	20202569	20465613	263045	1	50791	ENSMUST00000197822.4	-61782	ENSMUSG00000040003
IP1_peak_1765	Cox18	cytochrome c oxidase assembly protein 18	chr5	90068001	90068001	1	*	6.88911	Distal Intergenic	5	90214727	90215581	855	2	231430	ENSMUST00000133905.5	147580	ENSMUSG00000035505
IP1_peak_1798	1700028D13Rik	RIKEN cDNA 1700028D13 gene	chr5	112021080	112021080	1	*	6.88911	Distal Intergenic	5	112206763	112210002	3240	1	75569	ENSMUST00000186834.6	-185683	ENSMUSG00000101683
IP1_peak_1829	Tmem120b	transmembrane protein 120B	chr5	123110407	123110407	1	*	6.88911	Intron (ENSMUST00000161660.7/330189, intron 6 of 9)	5	123099901	123115819	15919	1	330189	ENSMUST00000161049.1	10506	ENSMUSG00000054434
IP1_peak_1910	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	chr6	20604343	20604343	1	*	6.88911	Distal Intergenic	6	21215503	21729805	514303	1	16508	ENSMUST00000081542.5	-611160	ENSMUSG00000060882
IP1_peak_1961	Emx1	empty spiracles homeobox 1	chr6	85165774	85165774	1	*	6.88911	Distal Intergenic	6	85187438	85204358	16921	1	13796	ENSMUST00000045942.8	-21664	ENSMUSG00000033726
IP1_peak_1999	Grm7	glutamate receptor, metabotropic 7	chr6	111844814	111844814	1	*	6.88911	Distal Intergenic	6	111495744	111502284	6541	1	108073	ENSMUST00000174310.1	349070	ENSMUSG00000056755
IP1_peak_2046	Gas2	growth arrest specific 2	chr7	51784426	51784426	1	*	6.88911	Distal Intergenic	7	51862015	51994975	132961	1	14453	ENSMUST00000129604.7	-77589	ENSMUSG00000030498
IP1_peak_2120	4933440M02Rik	RIKEN cDNA 4933440M02 gene	chr7	125185515	125185515	1	*	6.88911	Distal Intergenic	7	125284025	125338272	54248	2	71208	ENSMUST00000205794.1	152757	ENSMUSG00000045928
IP1_peak_2183	Fgf20	fibroblast growth factor 20	chr8	40187747	40187747	1	*	6.88911	Distal Intergenic	8	40279166	40286953	7788	2	80857	ENSMUST00000034014.13	99206	ENSMUSG00000031603
IP1_peak_2243	Gm19935	predicted gene, 19935	chr8	90657949	90657949	1	*	6.88911	Distal Intergenic	8	90816145	90817393	1249	2	100503868	ENSMUST00000209208.1	159444	ENSMUSG00000110332
IP1_peak_2258	A330008L17Rik	RIKEN cDNA A330008L17 gene	chr8	100516096	100516096	1	*	6.88911	Distal Intergenic	8	99416674	99733438	316765	1	234624	ENSMUST00000153366.1	1099422	ENSMUSG00000052479
IP1_peak_2345	Arhgap20	Rho GTPase activating protein 20	chr9	51653991	51653991	1	*	6.88911	Intron (ENSMUST00000089534.5/ENSMUST00000089534.5, intron 1 of 1)	9	51765337	51790249	24913	1	244867	ENSMUST00000124907.1	-111346	ENSMUSG00000053199
IP1_peak_2362	4933433G08Rik	RIKEN cDNA 4933433G08 gene	chr9	61111841	61111841	1	*	6.88911	Intron (ENSMUST00000215460.1/ENSMUST00000215460.1, intron 3 of 3)	9	61103012	61105385	2374	2	66785	ENSMUST00000217392.1	-6456	ENSMUSG00000111354
IP1_peak_2396	Ibtk	inhibitor of Bruton agammaglobulinemia tyrosine kinase	chr9	85609288	85609288	1	*	6.88911	Distal Intergenic	9	85708168	85718538	10371	2	108837	ENSMUST00000188768.1	109250	ENSMUSG00000035941
IP1_peak_2421	Stt3b	STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)	chr9	115338884	115338884	1	*	6.88911	Distal Intergenic	9	115242581	115310421	67841	2	68292	ENSMUST00000035010.9	-28463	ENSMUSG00000032437
IP1_peak_59	Epha4	Eph receptor A4	chr1	77506390	77506390	1	*	6.88322	Intron (ENSMUST00000027451.12/13838, intron 3 of 17)	1	77367189	77515079	147891	2	13838	ENSMUST00000188952.6	8689	ENSMUSG00000026235
IP1_peak_198	Nhsl1	NHS like 1	chr10	18505802	18505802	1	*	6.88322	Intron (ENSMUST00000207038.1/215819, intron 3 of 6)	10	18469981	18533889	63909	1	215819	ENSMUST00000100054.3	35821	ENSMUSG00000039835
IP1_peak_421	Gpr142	G protein-coupled receptor 142	chr11	114807232	114807232	1	*	6.88322	Distal Intergenic	11	114798924	114806745	7822	1	217302	ENSMUST00000106584.1	8308	ENSMUSG00000034677
IP1_peak_910	Kalrn	kalirin, RhoGEF kinase	chr16	34004433	34004433	1	*	6.88322	Intron (ENSMUST00000114973.8/545156, intron 18 of 26)	16	34009734	34016494	6761	2	545156	ENSMUST00000231657.1	12061	ENSMUSG00000061751
IP1_peak_1622	Ssbp3	single-stranded DNA binding protein 3	chr4	106955977	106955977	1	*	6.88322	Promoter (<=1kb)	4	106955859	107048692	92834	1	72475	ENSMUST00000124936.7	118	ENSMUSG00000061887
IP1_peak_554	Dnah11	dynein, axonemal, heavy chain 11	chr12	117989446	117989446	1	*	6.86719	Intron (ENSMUST00000176756.8/13411, intron 23 of 51)	12	117877982	118060303	182322	2	13411	ENSMUST00000176756.8	70857	ENSMUSG00000018581
IP1_peak_63	Col4a3	collagen, type IV, alpha 3	chr1	82634692	82634692	1	*	6.84216	Intron (ENSMUST00000141994.1/12828, intron 1 of 1)	1	82586976	82722059	135084	1	12828	ENSMUST00000113457.8	47716	ENSMUSG00000079465
IP1_peak_187	Phactr2	phosphatase and actin regulator 2	chr10	13304982	13304982	1	*	6.84216	Intron (ENSMUST00000105545.11/215789, intron 1 of 12)	10	13213395	13324289	110895	2	215789	ENSMUST00000105543.8	19307	ENSMUSG00000062866
IP1_peak_236	4930407I19Rik	RIKEN cDNA 4930407I19 gene	chr10	66143063	66143063	1	*	6.84216	Promoter (2-3kb)	10	66145296	66179514	34219	1	77198	ENSMUST00000220265.1	-2233	ENSMUSG00000112210
IP1_peak_265	Ric8b	RIC8 guanine nucleotide exchange factor B	chr10	84963996	84963996	1	*	6.84216	Intron (ENSMUST00000038523.14/237422, intron 4 of 9)	10	84937393	85016209	78817	1	237422	ENSMUST00000217175.1	26603	ENSMUSG00000035620
IP1_peak_328	Sgcd	sarcoglycan, delta (dystrophin-associated glycoprotein)	chr11	47885487	47885487	1	*	6.84216	Intron (ENSMUST00000128558.1/ENSMUST00000128558.1, intron 1 of 2)	11	47351154	47637469	286316	2	24052	ENSMUST00000154578.7	-248018	ENSMUSG00000020354
IP1_peak_544	Tdrd9	tudor domain containing 9	chr12	112035647	112035647	1	*	6.84216	Intron (ENSMUST00000079009.10/74691, intron 23 of 35)	12	112026103	112040490	14388	1	74691	ENSMUST00000193586.1	9544	ENSMUSG00000054003
IP1_peak_590	Stmnd1	stathmin domain containing 1	chr13	46335178	46335178	1	*	6.84216	Distal Intergenic	13	46273721	46300115	26395	1	380842	ENSMUST00000076622.3	61457	ENSMUSG00000063529
IP1_peak_675	Nln	neurolysin (metallopeptidase M3 family)	chr13	104038579	104038579	1	*	6.84216	Promoter (<=1kb)	13	104035638	104037642	2005	2	75805	ENSMUST00000224475.1	-937	ENSMUSG00000021710
IP1_peak_1177	Vti1a	vesicle transport through interaction with t-SNAREs 1A	chr19	55376515	55376515	1	*	6.84216	Intron (ENSMUST00000225529.1/53611, intron 3 of 7)	19	55381014	55446979	65966	1	53611	ENSMUST00000224396.1	-4499	ENSMUSG00000024983
IP1_peak_1280	Ube2e3	ubiquitin-conjugating enzyme E2E 3	chr2	78655653	78655653	1	*	6.84216	Distal Intergenic	2	78868124	78870607	2484	1	22193	ENSMUST00000124120.1	-212471	ENSMUSG00000027011
IP1_peak_1403	Mrps28	mitochondrial ribosomal protein S28	chr3	8863355	8863355	1	*	6.84216	Intron (ENSMUST00000042148.5/66230, intron 2 of 2)	3	8802146	8923918	121773	2	66230	ENSMUST00000042148.5	60563	ENSMUSG00000040269
IP1_peak_1486	6530403H02Rik	RIKEN cDNA 6530403H02 gene	chr3	121009460	121009460	1	*	6.84216	Distal Intergenic	3	120604109	120886733	282625	2	320739	ENSMUST00000182124.7	-122727	NA
IP1_peak_1588	Sh3gl2	SH3-domain GRB2-like 2	chr4	85256595	85256595	1	*	6.84216	Intron (ENSMUST00000107188.9/20404, intron 1 of 11)	4	85205535	85377691	172157	1	20404	ENSMUST00000107184.7	51060	ENSMUSG00000028488
IP1_peak_1973	Magi1	membrane associated guanylate kinase, WW and PDZ domain containing 1	chr6	93574109	93574109	1	*	6.84216	Distal Intergenic	6	93785303	93792539	7237	2	14924	ENSMUST00000204788.1	218430	ENSMUSG00000045095
IP1_peak_2058	Mctp2	multiple C2 domains, transmembrane 2	chr7	72538476	72538476	1	*	6.84216	Distal Intergenic	7	72255339	72306608	51270	2	244049	ENSMUST00000206755.1	-231868	ENSMUSG00000032776
IP1_peak_2235	Sall1	spalt like transcription factor 1	chr8	89621391	89621391	1	*	6.84216	Distal Intergenic	8	89027235	89044162	16928	2	58198	ENSMUST00000034090.7	-577229	ENSMUSG00000031665
IP1_peak_2246	Irx3	Iroquois related homeobox 3	chr8	92064369	92064369	1	*	6.84216	Distal Intergenic	8	91798525	91802067	3543	2	16373	ENSMUST00000175795.3	-262302	ENSMUSG00000031734
IP1_peak_2250	Bbs2	Bardet-Biedl syndrome 2	chr8	94066647	94066647	1	*	6.84216	3' UTR	8	94068144	94070213	2070	2	67378	ENSMUST00000170208.1	3566	ENSMUSG00000031755
IP1_peak_1212	Med27	mediator complex subunit 27	chr2	29488836	29488836	1	*	6.802	Intron (ENSMUST00000028139.10/68975, intron 4 of 7)	2	29496511	29500548	4038	1	68975	ENSMUST00000162773.1	-7675	ENSMUSG00000026799
IP1_peak_1414	Tnik	TRAF2 and NCK interacting kinase	chr3	28409203	28409203	1	*	6.802	Promoter (<=1kb)	3	28409431	28596083	186653	1	665113	ENSMUST00000161423.1	-228	ENSMUSG00000027692
IP1_peak_200	Olig3	oligodendrocyte transcription factor 3	chr10	19310261	19310261	1	*	6.77287	Intron (ENSMUST00000213234.1/ENSMUST00000213234.1, intron 3 of 4)	10	19356533	19358604	2072	1	94222	ENSMUST00000053225.6	-46272	ENSMUSG00000045591
IP1_peak_232	Cdh23	cadherin related 23 (otocadherin)	chr10	60593090	60593090	1	*	6.76845	Intron (ENSMUST00000073242.10/22295, intron 5 of 66)	10	60628480	60653033	24554	2	22295	ENSMUST00000153677.1	59943	ENSMUSG00000012819
IP1_peak_471	Hbp1	high mobility group box transcription factor 1	chr12	31973618	31973618	1	*	6.76845	Intron (ENSMUST00000003079.11/19088, intron 5 of 11)	12	31926254	31950535	24282	2	73389	ENSMUST00000172314.8	-23083	ENSMUSG00000002996
IP1_peak_1685	Mfap2	microfibrillar-associated protein 2	chr4	141012258	141012258	1	*	6.74743	Promoter (1-2kb)	4	141010644	141015984	5341	1	17150	ENSMUST00000071977.8	1614	ENSMUSG00000060572
IP1_peak_528	Foxn3	forkhead box N3	chr12	99466646	99466646	1	*	6.73262	Intron (ENSMUST00000176928.2/71375, intron 1 of 2)	12	99387405	99450097	62693	2	71375	ENSMUST00000177287.1	-16549	ENSMUSG00000033713
IP1_peak_803	Myo10	myosin X	chr15	25775345	25775345	1	*	6.73262	Promoter (1-2kb)	15	25773987	25781057	7071	1	17909	ENSMUST00000125667.2	1358	ENSMUSG00000022272
IP1_peak_1379	Kcng1	potassium voltage-gated channel, subfamily G, member 1	chr2	168343948	168343948	1	*	6.70414	Distal Intergenic	2	168260117	168281132	21016	2	241794	ENSMUST00000109191.1	-62816	ENSMUSG00000074575
IP1_peak_1458	Rab25	RAB25, member RAS oncogene family	chr3	88542023	88542023	1	*	6.70414	Promoter (1-2kb)	3	88542676	88543514	839	2	53868	ENSMUST00000141371.1	1491	ENSMUSG00000008601
IP1_peak_2055	Arrdc4	arrestin domain containing 4	chr7	69062355	69062355	1	*	6.70414	Distal Intergenic	7	68736995	68749241	12247	2	66412	ENSMUST00000048068.14	-313114	ENSMUSG00000042659
IP1_peak_2267	Nudt7	nudix hydrolase 7	chr8	114116236	114116236	1	*	6.70414	Distal Intergenic	8	114133557	114154739	21183	1	67528	ENSMUST00000073521.11	-17321	ENSMUSG00000031767
IP1_peak_806	Trio	triple functional domain (PTPRF interacting)	chr15	27943658	27943658	1	*	6.69889	Intron (ENSMUST00000090247.6/223435, intron 1 of 56)	15	27770536	27919271	148736	2	223435	ENSMUST00000227337.1	-24387	ENSMUSG00000022263
IP1_peak_1029	Ptprs	protein tyrosine phosphatase receptor type S	chr17	56487562	56487562	1	*	6.69889	Distal Intergenic	17	56412433	56476483	64051	2	19280	ENSMUST00000067538.5	-11079	ENSMUSG00000013236
IP1_peak_41	BC055402	cDNA sequence BC055402	chr1	57209414	57209414	1	*	6.66387	Intron (ENSMUST00000190488.1/407809, intron 3 of 6)	1	57200645	57214993	14349	2	407809	ENSMUST00000190488.1	5579	ENSMUSG00000101429
IP1_peak_526	Foxn3	forkhead box N3	chr12	99340214	99340214	1	*	6.66387	Intron (ENSMUST00000046859.11/71375, intron 3 of 5)	12	99196670	99330063	133394	2	71375	ENSMUST00000222261.1	-10151	ENSMUSG00000033713
IP1_peak_761	Diaph3	diaphanous related formin 3	chr14	86749044	86749044	1	*	6.66387	Promoter (<=1kb)	14	86656217	86749133	92917	2	56419	ENSMUST00000226254.1	89	ENSMUSG00000022021
IP1_peak_912	Kalrn	kalirin, RhoGEF kinase	chr16	34322821	34322821	1	*	6.66387	Intron (ENSMUST00000076810.11/545156, intron 6 of 59)	16	34357268	34361799	4532	2	545156	ENSMUST00000156668.1	38978	ENSMUSG00000061751
IP1_peak_2125	Wdr11	WD repeat domain 11	chr7	129774632	129774632	1	*	6.66387	Distal Intergenic	7	129629033	129633671	4639	1	207425	ENSMUST00000136560.2	145599	ENSMUSG00000042055
IP1_peak_531	Ttc7b	tetratricopeptide repeat domain 7B	chr12	100337896	100337896	1	*	6.65768	Promoter (<=1kb)	12	100301662	100338296	36635	2	104718	ENSMUST00000220480.1	400	ENSMUSG00000033530
IP1_peak_546	A730018C14Rik	RIKEN cDNA A730018C14 gene	chr12	112333401	112333401	1	*	6.65768	Distal Intergenic	12	112411023	112423198	12176	2	100504733	ENSMUST00000221848.1	89797	ENSMUSG00000047828
IP1_peak_901	Gm1968	predicted gene 1968	chr16	29883732	29883732	1	*	6.65768	Distal Intergenic	16	29958493	29962307	3815	2	328657	ENSMUST00000100016.3	78575	ENSMUSG00000075286
IP1_peak_966	Mis18a	MIS18 kinetochore protein A	chr16	90656697	90656697	1	*	6.65768	Distal Intergenic	16	90721447	90727139	5693	2	66578	ENSMUST00000147546.1	70442	ENSMUSG00000022978
IP1_peak_985	Gm29719	synaptotagmin-like 3 pseudogene	chr17	6380635	6380635	1	*	6.65768	Intron (ENSMUST00000232402.1/101055731, intron 5 of 10)	17	6339604	6361848	22245	2	101055731	ENSMUST00000231574.1	-18787	ENSMUSG00000116719
IP1_peak_1329	Cfap61	cilia and flagella associated protein 61	chr2	146045589	146045589	1	*	6.65768	Promoter (<=1kb)	2	146045458	146129096	83639	1	78774	ENSMUST00000125223.1	131	ENSMUSG00000037143
IP1_peak_1501	Tspan5	tetraspanin 5	chr3	138814702	138814702	1	*	6.65768	Intron (ENSMUST00000029800.8/56224, intron 1 of 7)	3	138809874	138903674	93801	1	56224	ENSMUST00000119993.7	4828	ENSMUSG00000028152
IP1_peak_1662	Col16a1	collagen, type XVI, alpha 1	chr4	130044352	130044352	1	*	6.65768	Intron (ENSMUST00000131846.7/ENSMUST00000131846.7, intron 1 of 6)	4	130047840	130099277	51438	1	107581	ENSMUST00000044565.14	-3488	ENSMUSG00000040690
IP1_peak_1736	Afap1	actin filament associated protein 1	chr5	35918529	35918529	1	*	6.65768	Intron (ENSMUST00000064571.10/70292, intron 1 of 16)	5	35913082	35996024	82943	1	70292	ENSMUST00000141824.1	5447	ENSMUSG00000029094
IP1_peak_1773	Rasgef1b	RasGEF domain family, member 1B	chr5	99274308	99274308	1	*	6.65768	Intron (ENSMUST00000196434.1/ENSMUST00000196434.1, intron 1 of 3)	5	99217426	99252927	35502	2	320292	ENSMUST00000168092.7	-21381	ENSMUSG00000089809
IP1_peak_1864	Auts2	autism susceptibility candidate 2	chr5	133156620	133156620	1	*	6.65768	Distal Intergenic	5	131437333	132543344	1106012	2	319974	ENSMUST00000161226.8	-613276	ENSMUSG00000029673
IP1_peak_2380	Cilp	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase	chr9	65267904	65267904	1	*	6.65768	Promoter (2-3kb)	9	65265823	65280535	14713	1	214425	ENSMUST00000141382.1	2081	ENSMUSG00000042254
IP1_peak_2275	Gse1	genetic suppressor element 1, coiled-coil protein	chr8	120276182	120276182	1	*	6.61688	Intron (ENSMUST00000127664.1/108148, intron 1 of 15)	8	120228456	120553634	325179	1	382034	ENSMUST00000180448.2	47726	ENSMUSG00000031822
IP1_peak_5	Sntg1	syntrophin, gamma 1	chr1	9300750	9300750	1	*	6.58721	Promoter (<=1kb)	1	8362678	9299878	937201	2	71096	ENSMUST00000140302.7	-872	ENSMUSG00000025909
IP1_peak_24	Aff3	AF4/FMR2 family, member 3	chr1	38429076	38429076	1	*	6.58721	Intron (ENSMUST00000095027.8/16764, intron 4 of 21)	1	38177326	38627185	449860	2	16764	ENSMUST00000095027.8	198109	ENSMUSG00000037138
IP1_peak_46	Pard3bos2	par-3 family cell polarity regulator beta, opposite strand 2	chr1	62053606	62053606	1	*	6.58721	Intron (ENSMUST00000138768.7/72823, intron 3 of 4)	1	62131195	62136109	4915	2	105243940	ENSMUST00000127498.2	82503	ENSMUSG00000085019
IP1_peak_138	Fam78b	family with sequence similarity 78, member B	chr1	167022822	167022822	1	*	6.58721	Intron (ENSMUST00000165874.7/226610, intron 1 of 2)	1	167001589	167091009	89421	1	226610	ENSMUST00000128373.1	21233	ENSMUSG00000060568
IP1_peak_274	Gm17745	predicted gene, 17745	chr10	93375185	93375185	1	*	6.58721	Distal Intergenic	10	93335393	93348877	13485	1	432488	ENSMUST00000212186.2	39792	ENSMUSG00000111531
IP1_peak_376	Tbx4	T-box 4	chr11	86039675	86039675	1	*	6.58721	Distal Intergenic	11	85896765	85916095	19331	1	21387	ENSMUST00000108045.2	142910	ENSMUSG00000000094
IP1_peak_454	4933409F18Rik	RIKEN cDNA 4933409F18 gene	chr12	26936922	26936922	1	*	6.58721	Distal Intergenic	12	26819785	26834873	15089	2	74668	ENSMUST00000222026.1	-102049	ENSMUSG00000113218
IP1_peak_466	Gm31333	predicted gene, 31333	chr12	29121398	29121398	1	*	6.58721	Distal Intergenic	12	29139167	29194047	54881	1	102633526	ENSMUST00000220554.1	-17769	ENSMUSG00000113986
IP1_peak_483	Nova1	NOVA alternative splicing regulator 1	chr12	46635580	46635580	1	*	6.58721	Distal Intergenic	12	46701075	46720859	19785	2	664883	ENSMUST00000219886.1	85279	ENSMUSG00000021047
IP1_peak_494	Psma6	proteasome subunit alpha 6	chr12	55446872	55446872	1	*	6.58721	Distal Intergenic	12	55407383	55412287	4905	1	26443	ENSMUST00000162972.1	39489	ENSMUSG00000021024
IP1_peak_614	Thoc3	THO complex 3	chr13	54425443	54425443	1	*	6.58721	Distal Intergenic	13	54463682	54468788	5107	2	73666	ENSMUST00000151158.1	43345	ENSMUSG00000025872
IP1_peak_628	Ptch1	patched 1	chr13	63554760	63554760	1	*	6.58721	Intron (ENSMUST00000021921.10/19206, intron 2 of 22)	13	63508330	63563815	55486	2	19206	ENSMUST00000195258.6	9055	ENSMUSG00000021466
IP1_peak_846	Tcf20	transcription factor 20	chr15	82933072	82933072	1	*	6.58721	Intron (ENSMUST00000229547.1/21411, intron 1 of 1)	15	82808436	82912134	103699	2	21411	ENSMUST00000048966.6	-20938	ENSMUSG00000041852
IP1_peak_911	Kalrn	kalirin, RhoGEF kinase	chr16	34125834	34125834	1	*	6.58721	Intron (ENSMUST00000076810.11/545156, intron 33 of 59)	16	34013137	34097090	83954	2	545156	ENSMUST00000114966.7	-28744	ENSMUSG00000061751
IP1_peak_1016	Tff3	trefoil factor 3, intestinal	chr17	31126021	31126021	1	*	6.58721	Intron (ENSMUST00000024827.4/21786, intron 2 of 2)	17	31125306	31129646	4341	2	21786	ENSMUST00000024827.4	3625	ENSMUSG00000024029
IP1_peak_1021	Foxp4	forkhead box P4	chr17	47915137	47915137	1	*	6.58721	Intron (ENSMUST00000113265.7/74123, intron 1 of 16)	17	47867764	47924400	56637	2	74123	ENSMUST00000113263.7	9263	ENSMUSG00000023991
IP1_peak_1250	Gm13490	predicted gene 13490	chr2	51753158	51753158	1	*	6.58721	Distal Intergenic	2	51656966	51732009	75044	2	433426	ENSMUST00000143870.1	-21149	ENSMUSG00000085014
